sequencial;latitude;longitude;uf;cnl;facilidade;id_facilidade;provedor;id_provedor;entrega;abordado;custo_de_acesso_proprio;instalacao_terceiros;mensalidade_terceiros;tipo_terceiros;id_da_sev;prazo;bb_ip;hp_bsod;codigo_spe;sinalizacao_sip;protocolo_gaia;obs;justificativa;ID Justificativa;status;tecnologia
8710045;-22,3587849;-41,7985146;RJ;MCE;TERCEIROS ETH;26;K2 TELECOM;156;RJO AM;NAO;;2500;1710;3;1635563;;111374;;;;11853995;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA RJO AM;FORA DE REDE;1;1;TERCEIROS ETH
8710046;-22,5338572;-44,1839383;RJ;BMA;TERCEIROS ETH;26;K2 TELECOM;156;RJO AM;NAO;;2500;1710;3;1635564;;111375;;;;11853996;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA RJO AM;FORA DE REDE;1;1;TERCEIROS ETH
8710049;-22,9104628;-43,1740632;RJ;RJO;FO EDD ETH;7;CLARO BRASIL;8;RJO AM;NAO;12042;;;;1635566;;111376;;;;11853998;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA RJO AC/RJO AC_RJOAC_NUVEMOPT_RJO_02;;;1;FO EDD FIXA
8710051;-22,9906417;-44,2374807;RJ;ARS;TERCEIROS ETH;26;K2 TELECOM;156;RJO EN;NAO;;2500;1710;3;1635568;;111377;;;;11854000;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA RJO EN;FORA DE REDE;1;1;TERCEIROS ETH
8710053;-22,9116522;-43,2377354;RJ;RJO;FOETHERNET;16;CLARO BRASIL;8;RJO AM;NAO;12042;;;;1635569;;111378;;;;11854001;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA HUB_TIJUCA/HUB_TIJUCA_MRCB_RJO;;;1;FO EDD NET
8710054;-21,2022964;-41,907587;RJ;IRA;TERCEIROS ETH;26;K2 TELECOM;156;RJO EN;NAO;;2500;630;3;1635570;;;;;;11854003;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA RJO EN;FORA DE REDE;1;1;TERCEIROS ETH
8710061;-22,8613414;-43,1026305;RJ;NRI;FO EDD ETH;7;CLARO BRASIL;8;RJO AM;NAO;12042;;;;1635573;;111379;;;;11854006;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA SGO NET/SGO NET_SGONET_NUVEMOPT_SGO;;;1;FO EDD FIXA
8710062;-22,2910246;-42,5355062;RJ;NOF;TERCEIROS ETH;26;K2 TELECOM;156;RJO AM;NAO;;2500;1710;3;1635574;;111380;;;;11854007;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA RJO AM;FORA DE REDE;1;1;TERCEIROS ETH
8710063;-22,4822738;-43,8188297;RJ;BPI;TERCEIROS ETH;26;K2 TELECOM;156;RJO AM;NAO;;2500;1710;3;1635575;;111381;;;;11854009;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA RJO AM;FORA DE REDE;1;1;TERCEIROS ETH
8710064;-22,5150697;-43,1767016;RJ;PTS;TERCEIROS ETH;26;K2 TELECOM;156;RJO AM;NAO;;2500;1080;3;1635576;;111382;;;;11854010;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA RJO AM;FORA DE REDE;1;1;TERCEIROS ETH
8710067;-22,9149551;-43,2211925;RJ;RJO;FOETHERNET;16;CLARO BRASIL;8;RJO AM;NAO;12042;;;;1635579;;111383;;;;11854013;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA HUB_TIJUCA/HUB_TIJUCA_MRCJ_RJO;;;1;FO EDD NET
8710068;-22,119216;-43,214962;RJ;TRS;FO SDH;12;CLARO BRASIL;8;RJO AM;NAO;14536;;;;1635580;;111384;;;;11854014;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA TRS BR/TRSBR_NUVEMOPT;;;1;SDH
8710076;-22,5150697;-43,1767016;RJ;PTS;TERCEIROS ETH;26;K2 TELECOM;156;RJO AM;NAO;;2500;1080;3;1635584;;111385;;;;11854017;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA RJO AM;FORA DE REDE;1;1;TERCEIROS ETH
8710078;-22,2910246;-42,5355062;RJ;NOF;TERCEIROS ETH;26;K2 TELECOM;156;RJO AM;NAO;;2500;1710;3;1635586;;111386;;;;11854020;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA RJO AM;FORA DE REDE;1;1;TERCEIROS ETH
8710079;-22,4822738;-43,8188297;RJ;BPI;TERCEIROS ETH;26;K2 TELECOM;156;RJO AM;NAO;;2500;1710;3;1635587;;111387;;;;11854021;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA RJO AM;FORA DE REDE;1;1;TERCEIROS ETH
8710080;-22,8613414;-43,1026305;RJ;NRI;FO EDD ETH;7;CLARO BRASIL;8;RJO AM;NAO;12042;;;;1635588;;111388;;;;11854022;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA SGO NET/SGO NET_SGONET_NUVEMOPT_SGO;;;1;FO EDD FIXA
8710082;-22,119216;-43,214962;RJ;TRS;FO SDH;12;CLARO BRASIL;8;RJO AM;NAO;14536;;;;1635590;;111389;;;;11854024;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA TRS BR/TRSBR_NUVEMOPT;;;1;SDH
8710084;-22,9149551;-43,2211925;RJ;RJO;FOETHERNET;16;CLARO BRASIL;8;RJO AM;NAO;12042;;;;1635592;;111390;;;;11854026;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA HUB_TIJUCA/HUB_TIJUCA_MRCJ_RJO;;;1;FO EDD NET
8710086;-22,4589636;-43,8408975;RJ;BPI;TERCEIROS ETH;26;K2 TELECOM;156;RJO AM;NAO;;2500;2250;3;1635593;;111391;;;;11854027;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA RJO AM;FORA DE REDE;1;1;TERCEIROS ETH
8710088;-22,7822451;-43,3072812;RJ;DQX;FO EDD ETH;7;CLARO BRASIL;8;RJO AM;NAO;12042;;;;1635595;;111392;;;;11854029;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA DQX TRC/DQX TRC;;;1;FO EDD FIXA
8710089;-22,9501236;-43,1890717;RJ;RJO;FO EDD ETH;7;CLARO BRASIL;8;RJO AM;NAO;12042;;;;1635596;;111393;;;;11854030;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA RJO MC/RJO MC_RJOMC_NUVEMOPT_RJO_17;;;1;FO EDD FIXA
8710092;-21,189798;-41,8954447;RJ;IRA;TERCEIROS ETH;26;K2 TELECOM;156;RJO EN;NAO;;2500;1710;3;1635598;;111394;;;;11854032;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA RJO EN;FORA DE REDE;1;1;TERCEIROS ETH
8710093;-22,2841734;-42,5393194;RJ;NOF;TERCEIROS ETH;26;K2 TELECOM;156;RJO AM;NAO;;2500;1710;3;1635599;;111395;;;;11854033;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA RJO AM;FORA DE REDE;1;1;TERCEIROS ETH
8710094;-21,7011148;-41,3081378;RJ;CPS;TERCEIROS ETH;26;K2 TELECOM;156;RJO AM;NAO;;2500;1710;3;1635600;;111396;;;;11854034;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA RJO AM;FORA DE REDE;1;1;TERCEIROS ETH
8710095;-22,2444275;-42,5233899;RJ;NOF;FO GPON RESID ETH;34;CLARO BRASIL;8;RJO AM;NAO;1328;;;;1635601;;;;;;11854035;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA NOF 0FD/FABRICANTE HUAWEI CONCENTRADOR OLT NOFJOPOLT01;;;1;GPON RES MOVEL
8710096;-22,5019016;-44,0792007;RJ;VRD;TERCEIROS ETH;26;K2 TELECOM;156;RJO AM;NAO;;2500;1710;3;1635602;;111397;;;;11854036;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA RJO AM;FORA DE REDE;1;1;TERCEIROS ETH
8710097;-22,924165;-43,3618967;RJ;RJO;FO GPON RESID ETH PRE VIAVEL;50;CLARO BRASIL;8;RJO AM;NAO;10559;;;;1635603;;;;;;11854037;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA RJO EN/FABRICANTE ZTE CONCENTRADOR OLT RJOJCGAQOLT01;;;1;GPON RES RESID PV
8710099;-22,9343588;-43,1816164;RJ;RJO;FO EDD ETH;7;CLARO BRASIL;8;RJO AM;NAO;12042;;;;1635605;;111398;;;;11854039;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA RJO TP/RJO TP_RJOTP_NUVEMOPT_RJO_06;;;1;FO EDD FIXA
8710100;-22,3946158;-41,793652;RJ;MCE;FOETHERNET;16;CLARO BRASIL;8;RJO AM;NAO;12042;;;;1635606;;111399;;;;11854040;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA HUB_MACAE/CENABA;;;1;FO EDD NET
8710101;-22,9155404;-43,2324316;RJ;RJO;FOETHERNET;16;CLARO BRASIL;8;RJO AM;NAO;12042;;;;1635607;;111400;;;;11854041;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA HUB_TIJUCA/HUB_TIJUCA_MRCC_RJO;;;1;FO EDD NET
8710102;-22,9109069;-43,173759;RJ;RJO;FO EDD DIRETO CLARO;6;CLARO BRASIL;8;RJO AM;NAO;9797;;;;1635608;;111401;;;;11854042;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA RJO M1R/NUVEM RJCEN05 - NUVEM DIRETO CLARO SITE RJCEN05;;;1;FO EDD DC
8710104;-22,261168;-43,7309197;RJ;VLC;TERCEIROS ETH;26;K2 TELECOM;156;RJO AM;NAO;;2500;1710;3;1635610;;111402;;;;11854044;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA RJO AM;FORA DE REDE;1;1;TERCEIROS ETH
8710105;-22,5470123;-44,1585191;RJ;BMA;FO GPON RESID ETH PRE VIAVEL;50;CLARO BRASIL;8;RJO AM;NAO;10559;;;;1635611;;;;;;11854045;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA VRD SC/FABRICANTE ZTE CONCENTRADOR OLT BMACENAAOLT01;;;1;GPON RES RESID PV
8710106;-22,4833797;-43,1739209;RJ;PTS;FO EDD ETH;7;CLARO BRASIL;8;RJO AM;NAO;12042;;;;1635612;;111403;;;;11854046;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA PTS BR/PTS BR;;;1;FO EDD FIXA
8710107;-22,8939841;-43,1221305;RJ;NRI;FO EDD DIRETO CLARO;6;CLARO BRASIL;8;RJO AM;NAO;9797;;;;1635613;;111404;;;;11854047;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA RJO AM/NUVEM RJNITS1 - NUVEM DIRETO CLARO SITE RJNITS1;;;1;FO EDD DC
8710108;-21,5287247;-42,1984393;RJ;SDP;TERCEIROS ETH;26;K2 TELECOM;156;RJO EN;NAO;;2500;1710;3;1635614;;111405;;;;11854048;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA RJO EN;FORA DE REDE;1;1;TERCEIROS ETH
8710109;-22,5084572;-43,1951494;RJ;PTS;TERCEIROS ETH;26;K2 TELECOM;156;RJO AM;NAO;;2500;2250;3;1635615;;111406;;;;11854049;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA RJO AM;FORA DE REDE;1;1;TERCEIROS ETH
8710110;-22,4647668;-44,4576816;RJ;RSD;TERCEIROS ETH;26;K2 TELECOM;156;RJO AM;NAO;;2500;2250;3;1635616;;111407;;;;11854050;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA RJO AM;FORA DE REDE;1;1;TERCEIROS ETH
8710113;-22,1291362;-43,2243096;RJ;TRS;TERCEIROS ETH;26;K2 TELECOM;156;RJO AM;NAO;;2500;2250;3;1635618;;111408;;;;11854052;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA RJO AM;FORA DE REDE;1;1;TERCEIROS ETH
8710114;-22,8518778;-43,3193553;RJ;RJO;FO EDD CLARO PRE VIAVEL;5;CLARO BRASIL;8;RJO AM;NAO;9797;;;;1635619;;111409;;;;11854053;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA RJO AM/NUVEM RJPNH16 - NUVEM PRE VIAVEL SITE RJPNH16;;;1;FO EDD PV
8710115;-22,5057982;-44,0945586;RJ;VRD;FO SDH;12;CLARO BRASIL;8;RJO AM;NAO;14536;;;;1635620;;111410;;;;11854055;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA VRD SC/VRD SC_VRDSC_NUVEMOPT_VRD;;;1;SDH
8710117;-25,4628571;-49,2996297;PR;CTA;FO GPON RESID ETH PRE VIAVEL;50;CLARO BRASIL;8;CTA MR;NAO;10559;;;;1635621;;;;;;11854056;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA CTA NJ/FABRICANTE ZTE CONCENTRADOR OLT CTBCSF23OLT01;;;1;GPON RES RESID PV
8710309;-19,8192387;-43,9465806;MG;BHE;HFC BSOD;19;CLARO BRASIL;8;BHE ES;NAO;726;;;;1635755;;;;;;11854059;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA BHE ES/HUB_PAMPULHA;;;1;HFC BSOD
8710326;-19,8031248;-43,9896264;MG;BHE;HFC BSOD;19;CLARO BRASIL;8;BHE ES;NAO;726;;;;1635756;;;630216925;;;11854060;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA /VDNAK HIBRIDO - HP GED 630216925;;;1;HFC BSOD
8710330;-18,86643;-41,95235;MG;GVS;HFC BSOD;19;CLARO BRASIL;8;BHE ES;NAO;726;;;;1635757;;;377428049;;;11854061;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA /GV2FA - HP GED 377428049;;;1;HFC BSOD
8710365;-19,95167;-43,9277;MG;BHE;HFC BSOD;19;CLARO BRASIL;8;BHE ES;NAO;726;;;;1635761;;;630350825;;;11854068;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA /MPIBHA - HP GED 630350825;;;1;HFC BSOD
8710452;-22,7488487;-47,339894;SP;AMR;FO GPON RESID ETH;34;CLARO BRASIL;8;SPO IG;NAO;1328;;;;1635830;;;;;;11854078;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA AMR HZ/FABRICANTE HUAWEI CONCENTRADOR OLT AMRJSPAAOLT01;;;1;GPON RES RESID
8710454;-22,7405798;-47,3043842;SP;AMR;FO GPON RESID ETH PRE VIAVEL;50;CLARO BRASIL;8;SPO IG;NAO;10559;;;;1635831;;;;;;11854083;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA AMR HZ/FABRICANTE HUAWEI CONCENTRADOR OLT AMRSLZAAOLT01;;;1;GPON RES RESID PV
8710455;-22,7405798;-47,3043842;SP;AMR;FO GPON RESID ETH PRE VIAVEL;50;CLARO BRASIL;8;SPO IG;NAO;10559;;;;1635832;;;;;;11854089;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA AMR HZ/FABRICANTE HUAWEI CONCENTRADOR OLT AMRSLZAAOLT01;;;1;GPON RES RESID PV
8710456;-22,7405798;-47,3043842;SP;AMR;FO GPON RESID ETH PRE VIAVEL;50;CLARO BRASIL;8;SPO IG;NAO;10559;;;;1635833;;;;;;11854095;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA AMR HZ/FABRICANTE HUAWEI CONCENTRADOR OLT AMRSLZAAOLT01;;;1;GPON RES RESID PV
8710457;-22,74091;-47,30516;SP;AMR;FO GPON RESID ETH PRE VIAVEL;50;CLARO BRASIL;8;SPO IG;NAO;10559;;;;1635834;;;;;;11854101;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA AMR HZ/FABRICANTE HUAWEI CONCENTRADOR OLT AMRSLZAAOLT01;;;1;GPON RES RESID PV
8710458;-22,74091;-47,30516;SP;AMR;FO GPON RESID ETH PRE VIAVEL;50;CLARO BRASIL;8;SPO IG;NAO;10559;;;;1635835;;;;;;11854106;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA AMR HZ/FABRICANTE HUAWEI CONCENTRADOR OLT AMRSLZAAOLT01;;;1;GPON RES RESID PV
8710459;-22,74091;-47,30516;SP;AMR;FO GPON RESID ETH PRE VIAVEL;50;CLARO BRASIL;8;SPO IG;NAO;10559;;;;1635836;;;;;;11854109;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA AMR HZ/FABRICANTE HUAWEI CONCENTRADOR OLT AMRSLZAAOLT01;;;1;GPON RES RESID PV
8710461;-22,7405798;-47,3043842;SP;AMR;FO GPON RESID ETH PRE VIAVEL;50;CLARO BRASIL;8;SPO IG;NAO;10559;;;;1635838;;;;;;11854113;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA AMR HZ/FABRICANTE HUAWEI CONCENTRADOR OLT AMRSLZAAOLT01;;;1;GPON RES RESID PV
8710467;-23,2918668;-45,9593168;SP;JCI;TERCEIROS ETH;26;IG NETWORKS;146;SPO IG;NAO;;12000;18628;3;1635842;;111411;;;;11854122;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA SPO IG;FORA DE REDE;1;1;TERCEIROS ETH
8710475;-23,7007468;-46,608676;SP;DDA;TERCEIROS ETH;26;BRFIBRA;127;SPO MB;NAO;;1000;924;3;1635844;;111412;;;;11854128;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA SPO MB;FORA DE REDE;1;1;TERCEIROS ETH
8710479;-22,8412518;-43,256939;RJ;RJO;FO GPON RESID ETH PRE VIAVEL;50;CLARO BRASIL;8;RJO AM;NAO;10559;;;;1635845;;;;;;11854132;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA RJO EN/FABRICANTE ZTE CONCENTRADOR OLT RJOOLRAAOLT01;;;1;GPON RES RESID PV
8710480;-21,1345886;-48,0198176;SP;STZ;TERCEIROS ETH;26;MEGATELECOM - SP;555;SPO IG;NAO;;1700;735,3;3;1635846;;111413;;;;11854135;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA SPO IG;FORA DE REDE;1;1;TERCEIROS ETH
8710481;-22,8412518;-43,256939;RJ;RJO;FO GPON RESID ETH PRE VIAVEL;50;CLARO BRASIL;8;RJO AM;NAO;10559;;;;1635847;;;;;;11854139;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA RJO EN/FABRICANTE ZTE CONCENTRADOR OLT RJOOLRAAOLT01;;;1;GPON RES RESID PV
8710505;-15,7895401;-47,8846885;DF;BSA;FO GPON RESID ETH PRE VIAVEL;50;CLARO BRASIL;8;BSA SU;NAO;10559;;;;1635852;;;;;;11854142;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA BSA SXN/FABRICANTE ZTE CONCENTRADOR OLT BSBASNAFOLT01;;;1;GPON RES RESID PV
8710508;-23,0907901;-47,1824093;SP;IDU;TERCEIROS ETH;26;IG NETWORKS;146;SPO IG;NAO;;6000;10300;3;1635853;;;;;;11854145;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA SPO IG;FORA DE REDE;1;1;TERCEIROS ETH
8710509;-23,0907901;-47,1824093;SP;IDU;TERCEIROS ETH;26;IG NETWORKS;146;SPO IG;NAO;;8500;11354;3;1635854;;111414;;;;11854148;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA SPO IG;FORA DE REDE;1;1;TERCEIROS ETH
8710510;-23,0907901;-47,1824093;SP;IDU;TERCEIROS ETH;26;IG NETWORKS;146;SPO IG;NAO;;3500;3958;3;1635855;;;;;;11854150;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA SPO IG;FORA DE REDE;1;1;TERCEIROS ETH
8710511;-23,5605485;-46,6573957;SP;SPO;FO EDD ETH;7;CLARO BRASIL;8;SPO MB;NAO;12042;;;;1635856;;111415;;;;11854152;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA SPO DZ/ANEL TELMEX_ITAIM;;;1;FO EDD FIXA
8710512;-28,4846442;-48,782338;SC;LGA;TERCEIROS ETH;26;IG NETWORKS;146;FNS PO;NAO;;3500;2200;3;1635857;;;;;;11854154;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA FNS PO;FORA DE REDE;1;1;TERCEIROS ETH
8713524;-29,1130875;-51,0864814;RS;CSL;FO GPON RESID ETH;34;CLARO BRASIL;8;PAE BV;NAO;1328;;;;1638861;;;;;;11854156;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA CSL NET/FABRICANTE HUAWEI CONCENTRADOR OLT CSLAR1OLT01;;;1;GPON RES RESID
8713526;-19,3150547;-40,0764506;ES;LNS;TERCEIROS ETH;26;IG NETWORKS;146;VTA JM;NAO;;8500;11354;3;1638863;;111416;;;;11854157;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA VTA JM;FORA DE REDE;1;1;TERCEIROS ETH
8713527;-19,3150281;-40,076286;ES;LNS;TERCEIROS ETH;26;IG NETWORKS;146;VTA JM;NAO;;6000;5850;3;1638864;;;;;;11854158;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA VTA JM;FORA DE REDE;1;1;TERCEIROS ETH
8715530;-19,320831;-40,0739945;ES;LNS;FO EDD CLARO PRE VIAVEL;5;CLARO BRASIL;8;VTA JM;NAO;9797;;;;1640860;;111417;;;;11854159;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA VTA JM/NUVEM ESLIN03 - NUVEM PRE VIAVEL SITE ESLIN03;;;1;FO EDD PV
8718556;-22,9306188;-47,0711942;SP;CAS;FO GPON RESID ETH PRE VIAVEL;50;CLARO BRASIL;8;SPO IG;NAO;10559;;;;1643867;;;;;;11854160;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA CAS 2FJ/FABRICANTE ZTE CONCENTRADOR OLT CPSVINABOLT01;;;1;GPON RES RESID PV
8727581;-32,0767855;-52,189282;RS;RGR;FO EDD DIRETO CLARO;6;CLARO BRASIL;8;PAE BV;NAO;9797;;;;1652465;;;;;;11854162;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA PAE BV/NUVEM RSRGR17 - NUVEM DIRETO CLARO SITE RSRGR17;;;1;FO EDD DC
8727582;-32,0767855;-52,189282;RS;RGR;FO EDD DIRETO CLARO;6;CLARO BRASIL;8;PAE BV;NAO;9797;;;;1652466;;;;;;11854163;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA PAE BV/NUVEM RSRGR17 - NUVEM DIRETO CLARO SITE RSRGR17;;;1;FO EDD DC
8727605;-22,2707577;-45,8908886;MG;PSA;FO GPON ETH;8;CLARO BRASIL;8;PSA EMC;NAO;9837;;;;1652484;;111418;;;;11854166;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA PSA EMC/NUVEM PSAEMC_NUVEMGPON SITE MGPOA1E;;;1;GPON MOVEL
